Multihop,Obfuscation,Exit location,Exit server,Entry location,Entry server,Distance (km)
When needed,LWO,"Norway, Stavanger",no-svg-wg-004,"Sweden, Malmö",se-mma-wg-112,575
When needed,LWO,"Norway, Stavanger",no-svg-wg-004,"Sweden, Malmö",se-mma-wg-112,575
When needed,LWO,"Norway, Stavanger",no-svg-wg-004,"Sweden, Malmö",se-mma-wg-111,575
When needed,LWO,"New Zealand, Auckland",nz-akl-wg-301,"Mexico, Queretaro",mx-qro-wg-001,10929
When needed,LWO,"New Zealand, Auckland",nz-akl-wg-301,"USA, Los Angeles, CA",us-lax-wg-203,10499
When needed,LWO,"New Zealand, Auckland",nz-akl-wg-301,"USA, Los Angeles, CA",us-lax-wg-203,10499
When needed,LWO,"New Zealand, Auckland",nz-akl-wg-301,"USA, Los Angeles, CA",us-lax-wg-203,10499
When needed,LWO,"New Zealand, Auckland",nz-akl-wg-301,"Mexico, Queretaro",mx-qro-wg-001,10929
When needed,LWO,"New Zealand, Auckland",nz-akl-wg-302,"Canada, Toronto",ca-tor-wg-202,13890
When needed,LWO,"New Zealand, Auckland",nz-akl-wg-302,"Mexico, Queretaro",mx-qro-wg-001,10929
When needed,LWO,"New Zealand, Auckland",nz-akl-wg-302,"USA, Los Angeles, CA",us-lax-wg-203,10499
When needed,LWO,"New Zealand, Auckland",nz-akl-wg-302,"Canada, Toronto",ca-tor-wg-201,13890
When needed,LWO,"New Zealand, Auckland",nz-akl-wg-302,"Mexico, Queretaro",mx-qro-wg-001,10929
When needed,LWO,"New Zealand, Auckland",nz-akl-wg-303,"Mexico, Queretaro",mx-qro-wg-001,10929
When needed,LWO,"New Zealand, Auckland",nz-akl-wg-303,"Mexico, Queretaro",mx-qro-wg-001,10929
When needed,LWO,"New Zealand, Auckland",nz-akl-wg-303,"Canada, Toronto",ca-tor-wg-201,13890
When needed,LWO,"New Zealand, Auckland",nz-akl-wg-303,"USA, Los Angeles, CA",us-lax-wg-203,10499
When needed,LWO,"New Zealand, Auckland",nz-akl-wg-303,"Mexico, Queretaro",mx-qro-wg-001,10929
When needed,LWO,"Peru, Lima",pe-lim-wg-001,"Canada, Toronto",ca-tor-wg-202,6201
When needed,LWO,"Peru, Lima",pe-lim-wg-001,"Mexico, Queretaro",mx-qro-wg-001,4438
When needed,LWO,"Peru, Lima",pe-lim-wg-001,"USA, Los Angeles, CA",us-lax-wg-203,6726
When needed,LWO,"Peru, Lima",pe-lim-wg-001,"Mexico, Queretaro",mx-qro-wg-001,4438
When needed,LWO,"Peru, Lima",pe-lim-wg-001,"Mexico, Queretaro",mx-qro-wg-001,4438
When needed,LWO,"Peru, Lima",pe-lim-wg-002,"Canada, Toronto",ca-tor-wg-201,6201
When needed,LWO,"Peru, Lima",pe-lim-wg-002,"Canada, Toronto",ca-tor-wg-201,6201
When needed,LWO,"Peru, Lima",pe-lim-wg-002,"Canada, Toronto",ca-tor-wg-201,6201
When needed,LWO,"Peru, Lima",pe-lim-wg-002,"Mexico, Queretaro",mx-qro-wg-001,4438
When needed,LWO,"Peru, Lima",pe-lim-wg-002,"Canada, Toronto",ca-tor-wg-202,6201
When needed,LWO,"Philippines, Manila",ph-mnl-wg-001,"Sweden, Stockholm",se-sto-wg-208,9331
When needed,LWO,"Philippines, Manila",ph-mnl-wg-001,"Sweden, Stockholm",se-sto-wg-208,9331
When needed,LWO,"Philippines, Manila",ph-mnl-wg-001,"Sweden, Stockholm",se-sto-wg-206,9331
When needed,LWO,"Philippines, Manila",ph-mnl-wg-001,"Sweden, Stockholm",se-sto-wg-207,9331
When needed,LWO,"Philippines, Manila",ph-mnl-wg-001,"Sweden, Stockholm",se-sto-wg-208,9331
When needed,LWO,"Philippines, Manila",ph-mnl-wg-002,"Sweden, Stockholm",se-sto-wg-209,9331
When needed,LWO,"Philippines, Manila",ph-mnl-wg-002,"Sweden, Stockholm",se-sto-wg-207,9331
When needed,LWO,"Philippines, Manila",ph-mnl-wg-002,"Sweden, Stockholm",se-sto-wg-207,9331
When needed,LWO,"Philippines, Manila",ph-mnl-wg-002,"Sweden, Stockholm",se-sto-wg-205,9331
When needed,LWO,"Philippines, Manila",ph-mnl-wg-002,"Sweden, Stockholm",se-sto-wg-209,9331
When needed,LWO,"Poland, Warsaw",pl-waw-wg-101,"Austria, Vienna",at-vie-wg-001,557
When needed,LWO,"Poland, Warsaw",pl-waw-wg-101,"Austria, Vienna",at-vie-wg-001,557
When needed,LWO,"Poland, Warsaw",pl-waw-wg-101,"Austria, Vienna",at-vie-wg-003,557
When needed,LWO,"Poland, Warsaw",pl-waw-wg-101,"Austria, Vienna",at-vie-wg-003,557
When needed,LWO,"Poland, Warsaw",pl-waw-wg-101,"Austria, Vienna",at-vie-wg-001,557
When needed,LWO,"Poland, Warsaw",pl-waw-wg-102,"Austria, Vienna",at-vie-wg-001,557
When needed,LWO,"Poland, Warsaw",pl-waw-wg-102,"Austria, Vienna",at-vie-wg-002,557
When needed,LWO,"Poland, Warsaw",pl-waw-wg-102,"Austria, Vienna",at-vie-wg-002,557
When needed,LWO,"Poland, Warsaw",pl-waw-wg-102,"Austria, Vienna",at-vie-wg-003,557
When needed,LWO,"Poland, Warsaw",pl-waw-wg-102,"Austria, Vienna",at-vie-wg-003,557
When needed,LWO,"Poland, Warsaw",pl-waw-wg-103,"Austria, Vienna",at-vie-wg-003,557
When needed,LWO,"Poland, Warsaw",pl-waw-wg-103,"Austria, Vienna",at-vie-wg-001,557
When needed,LWO,"Poland, Warsaw",pl-waw-wg-103,"Austria, Vienna",at-vie-wg-002,557
When needed,LWO,"Poland, Warsaw",pl-waw-wg-103,"Austria, Vienna",at-vie-wg-003,557
When needed,LWO,"Poland, Warsaw",pl-waw-wg-103,"Austria, Vienna",at-vie-wg-001,557
When needed,LWO,"Poland, Warsaw",pl-waw-wg-201,"Austria, Vienna",at-vie-wg-003,557
When needed,LWO,"Poland, Warsaw",pl-waw-wg-201,"Austria, Vienna",at-vie-wg-003,557
When needed,LWO,"Poland, Warsaw",pl-waw-wg-201,"Austria, Vienna",at-vie-wg-003,557
When needed,LWO,"Poland, Warsaw",pl-waw-wg-201,"Austria, Vienna",at-vie-wg-003,557
When needed,LWO,"Poland, Warsaw",pl-waw-wg-201,"Austria, Vienna",at-vie-wg-003,557
When needed,LWO,"Poland, Warsaw",pl-waw-wg-202,"Austria, Vienna",at-vie-wg-001,557
When needed,LWO,"Poland, Warsaw",pl-waw-wg-202,"Austria, Vienna",at-vie-wg-001,557
When needed,LWO,"Poland, Warsaw",pl-waw-wg-202,"Austria, Vienna",at-vie-wg-002,557
When needed,LWO,"Poland, Warsaw",pl-waw-wg-202,"Austria, Vienna",at-vie-wg-003,557
When needed,LWO,"Poland, Warsaw",pl-waw-wg-202,"Austria, Vienna",at-vie-wg-002,557
When needed,LWO,"Portugal, Lisbon",pt-lis-wg-201,"France, Paris",fr-par-wg-103,1452
When needed,LWO,"Portugal, Lisbon",pt-lis-wg-201,"France, Paris",fr-par-wg-101,1452
When needed,LWO,"Portugal, Lisbon",pt-lis-wg-201,"France, Paris",fr-par-wg-101,1452
When needed,LWO,"Portugal, Lisbon",pt-lis-wg-201,"France, Paris",fr-par-wg-103,1452
When needed,LWO,"Portugal, Lisbon",pt-lis-wg-201,"France, Paris",fr-par-wg-103,1452
When needed,LWO,"Portugal, Lisbon",pt-lis-wg-202,"France, Paris",fr-par-wg-101,1452
When needed,LWO,"Portugal, Lisbon",pt-lis-wg-202,"Switzerland, Zurich",ch-zrh-wg-502,1723
When needed,LWO,"Portugal, Lisbon",pt-lis-wg-202,"France, Paris",fr-par-wg-103,1452
When needed,LWO,"Portugal, Lisbon",pt-lis-wg-202,"France, Paris",fr-par-wg-101,1452
When needed,LWO,"Portugal, Lisbon",pt-lis-wg-202,"France, Paris",fr-par-wg-103,1452
When needed,LWO,"Portugal, Lisbon",pt-lis-wg-301,"France, Paris",fr-par-wg-103,1452
When needed,LWO,"Portugal, Lisbon",pt-lis-wg-301,"France, Paris",fr-par-wg-103,1452
When needed,LWO,"Portugal, Lisbon",pt-lis-wg-301,"France, Paris",fr-par-wg-103,1452
When needed,LWO,"Portugal, Lisbon",pt-lis-wg-301,"France, Paris",fr-par-wg-103,1452
When needed,LWO,"Portugal, Lisbon",pt-lis-wg-301,"France, Paris",fr-par-wg-103,1452
When needed,LWO,"Portugal, Lisbon",pt-lis-wg-302,"France, Paris",fr-par-wg-101,1452
When needed,LWO,"Portugal, Lisbon",pt-lis-wg-302,"France, Paris",fr-par-wg-101,1452
When needed,LWO,"Portugal, Lisbon",pt-lis-wg-302,"France, Paris",fr-par-wg-103,1452
When needed,LWO,"Portugal, Lisbon",pt-lis-wg-302,"France, Paris",fr-par-wg-101,1452
When needed,LWO,"Portugal, Lisbon",pt-lis-wg-302,"France, Paris",fr-par-wg-103,1452
When needed,LWO,"Romania, Bucharest",ro-buh-wg-001,"Albania, Tirana",al-tia-wg-001,617
When needed,LWO,"Romania, Bucharest",ro-buh-wg-001,"Albania, Tirana",al-tia-wg-004,617
When needed,LWO,"Romania, Bucharest",ro-buh-wg-001,"Albania, Tirana",al-tia-wg-001,617
When needed,LWO,"Romania, Bucharest",ro-buh-wg-001,"Albania, Tirana",al-tia-wg-001,617
When needed,LWO,"Romania, Bucharest",ro-buh-wg-001,"Albania, Tirana",al-tia-wg-001,617
When needed,LWO,"Romania, Bucharest",ro-buh-wg-002,"Albania, Tirana",al-tia-wg-004,617
When needed,LWO,"Romania, Bucharest",ro-buh-wg-002,"Albania, Tirana",al-tia-wg-001,617
When needed,LWO,"Romania, Bucharest",ro-buh-wg-002,"Albania, Tirana",al-tia-wg-001,617
When needed,LWO,"Romania, Bucharest",ro-buh-wg-002,"Albania, Tirana",al-tia-wg-001,617
When needed,LWO,"Romania, Bucharest",ro-buh-wg-002,"Albania, Tirana",al-tia-wg-001,617
When needed,LWO,"Serbia, Belgrade",rs-beg-wg-101,"Albania, Tirana",al-tia-wg-004,388
When needed,LWO,"Serbia, Belgrade",rs-beg-wg-101,"Albania, Tirana",al-tia-wg-004,388
When needed,LWO,"Serbia, Belgrade",rs-beg-wg-101,"Albania, Tirana",al-tia-wg-004,388
When needed,LWO,"Serbia, Belgrade",rs-beg-wg-101,"Albania, Tirana",al-tia-wg-001,388
When needed,LWO,"Serbia, Belgrade",rs-beg-wg-101,"Albania, Tirana",al-tia-wg-001,388
When needed,LWO,"Serbia, Belgrade",rs-beg-wg-102,"Albania, Tirana",al-tia-wg-004,388
When needed,LWO,"Serbia, Belgrade",rs-beg-wg-102,"Albania, Tirana",al-tia-wg-001,388
When needed,LWO,"Serbia, Belgrade",rs-beg-wg-102,"Albania, Tirana",al-tia-wg-001,388
When needed,LWO,"Serbia, Belgrade",rs-beg-wg-102,"Albania, Tirana",al-tia-wg-001,388
When needed,LWO,"Serbia, Belgrade",rs-beg-wg-102,"Albania, Tirana",al-tia-wg-001,388
When needed,LWO,"Sweden, Gothenburg",se-got-wg-001,"Sweden, Malmö",se-mma-wg-111,242
When needed,LWO,"Sweden, Gothenburg",se-got-wg-001,"Sweden, Malmö",se-mma-wg-111,242
When needed,LWO,"Sweden, Gothenburg",se-got-wg-001,"Sweden, Malmö",se-mma-wg-112,242
When needed,LWO,"Sweden, Gothenburg",se-got-wg-001,"Sweden, Malmö",se-mma-wg-112,242
When needed,LWO,"Sweden, Gothenburg",se-got-wg-001,"Sweden, Malmö",se-mma-wg-111,242
When needed,LWO,"Sweden, Gothenburg",se-got-wg-002,"Sweden, Malmö",se-mma-wg-112,242
When needed,LWO,"Sweden, Gothenburg",se-got-wg-002,"Sweden, Malmö",se-mma-wg-112,242
When needed,LWO,"Sweden, Gothenburg",se-got-wg-002,"Sweden, Malmö",se-mma-wg-111,242
When needed,LWO,"Sweden, Gothenburg",se-got-wg-002,"Sweden, Malmö",se-mma-wg-112,242
When needed,LWO,"Sweden, Gothenburg",se-got-wg-002,"Sweden, Stockholm",se-sto-wg-205,397
When needed,LWO,"Sweden, Gothenburg",se-got-wg-003,"Sweden, Malmö",se-mma-wg-112,242
When needed,LWO,"Sweden, Gothenburg",se-got-wg-003,"Sweden, Malmö",se-mma-wg-111,242
When needed,LWO,"Sweden, Gothenburg",se-got-wg-003,"Sweden, Malmö",se-mma-wg-112,242
When needed,LWO,"Sweden, Gothenburg",se-got-wg-003,"Sweden, Malmö",se-mma-wg-111,242
When needed,LWO,"Sweden, Gothenburg",se-got-wg-003,"Sweden, Malmö",se-mma-wg-111,242
When needed,LWO,"Sweden, Gothenburg",se-got-wg-004,"Sweden, Malmö",se-mma-wg-112,242
When needed,LWO,"Sweden, Gothenburg",se-got-wg-004,"Sweden, Malmö",se-mma-wg-112,242
When needed,LWO,"Sweden, Gothenburg",se-got-wg-004,"Sweden, Malmö",se-mma-wg-111,242
When needed,LWO,"Sweden, Gothenburg",se-got-wg-004,"Sweden, Malmö",se-mma-wg-112,242
When needed,LWO,"Sweden, Gothenburg",se-got-wg-004,"Sweden, Malmö",se-mma-wg-112,242
When needed,LWO,"Sweden, Gothenburg",se-got-wg-005,"Sweden, Malmö",se-mma-wg-111,242
When needed,LWO,"Sweden, Gothenburg",se-got-wg-005,"Sweden, Malmö",se-mma-wg-111,242
When needed,LWO,"Sweden, Gothenburg",se-got-wg-005,"Sweden, Malmö",se-mma-wg-112,242
When needed,LWO,"Sweden, Gothenburg",se-got-wg-005,"Sweden, Malmö",se-mma-wg-111,242
When needed,LWO,"Sweden, Gothenburg",se-got-wg-005,"Sweden, Malmö",se-mma-wg-111,242
When needed,LWO,"Sweden, Gothenburg",se-got-wg-007,"Sweden, Malmö",se-mma-wg-111,242
When needed,LWO,"Sweden, Gothenburg",se-got-wg-007,"Sweden, Malmö",se-mma-wg-111,242
When needed,LWO,"Sweden, Gothenburg",se-got-wg-007,"Sweden, Malmö",se-mma-wg-111,242
When needed,LWO,"Sweden, Gothenburg",se-got-wg-007,"Sweden, Malmö",se-mma-wg-111,242
When needed,LWO,"Sweden, Gothenburg",se-got-wg-007,"Sweden, Malmö",se-mma-wg-112,242
When needed,LWO,"Sweden, Gothenburg",se-got-wg-008,"Sweden, Malmö",se-mma-wg-111,242
When needed,LWO,"Sweden, Gothenburg",se-got-wg-008,"Sweden, Malmö",se-mma-wg-111,242
When needed,LWO,"Sweden, Gothenburg",se-got-wg-008,"Sweden, Malmö",se-mma-wg-112,242
When needed,LWO,"Sweden, Gothenburg",se-got-wg-008,"Sweden, Malmö",se-mma-wg-112,242
When needed,LWO,"Sweden, Gothenburg",se-got-wg-008,"Sweden, Malmö",se-mma-wg-111,242
When needed,LWO,"Sweden, Gothenburg",se-got-wg-101,"Sweden, Malmö",se-mma-wg-112,242
When needed,LWO,"Sweden, Gothenburg",se-got-wg-101,"Sweden, Malmö",se-mma-wg-112,242
When needed,LWO,"Sweden, Gothenburg",se-got-wg-101,"Sweden, Malmö",se-mma-wg-112,242
When needed,LWO,"Sweden, Gothenburg",se-got-wg-101,"Sweden, Malmö",se-mma-wg-112,242
When needed,LWO,"Sweden, Gothenburg",se-got-wg-101,"Sweden, Malmö",se-mma-wg-111,242
When needed,LWO,"Sweden, Malmö",se-mma-wg-001,"Sweden, Malmö",se-mma-wg-111,0
When needed,LWO,"Sweden, Malmö",se-mma-wg-001,"Sweden, Malmö",se-mma-wg-112,0
When needed,LWO,"Sweden, Malmö",se-mma-wg-001,"Sweden, Malmö",se-mma-wg-112,0
When needed,LWO,"Sweden, Malmö",se-mma-wg-001,"Sweden, Malmö",se-mma-wg-112,0
When needed,LWO,"Sweden, Malmö",se-mma-wg-001,"Sweden, Malmö",se-mma-wg-111,0
When needed,LWO,"Sweden, Malmö",se-mma-wg-002,"Sweden, Malmö",se-mma-wg-112,0
When needed,LWO,"Sweden, Malmö",se-mma-wg-002,"Sweden, Malmö",se-mma-wg-112,0
When needed,LWO,"Sweden, Malmö",se-mma-wg-002,"Sweden, Malmö",se-mma-wg-111,0
When needed,LWO,"Sweden, Malmö",se-mma-wg-002,"Sweden, Malmö",se-mma-wg-111,0
When needed,LWO,"Sweden, Malmö",se-mma-wg-002,"Sweden, Malmö",se-mma-wg-111,0
When needed,LWO,"Sweden, Malmö",se-mma-wg-003,"Sweden, Malmö",se-mma-wg-111,0
When needed,LWO,"Sweden, Malmö",se-mma-wg-003,"Sweden, Malmö",se-mma-wg-111,0
When needed,LWO,"Sweden, Malmö",se-mma-wg-003,"Sweden, Malmö",se-mma-wg-112,0
When needed,LWO,"Sweden, Malmö",se-mma-wg-003,"Sweden, Malmö",se-mma-wg-111,0
When needed,LWO,"Sweden, Malmö",se-mma-wg-003,"Sweden, Malmö",se-mma-wg-112,0
When needed,LWO,"Sweden, Malmö",se-mma-wg-004,"Sweden, Malmö",se-mma-wg-112,0
When needed,LWO,"Sweden, Malmö",se-mma-wg-004,"Sweden, Malmö",se-mma-wg-111,0
When needed,LWO,"Sweden, Malmö",se-mma-wg-004,"Sweden, Malmö",se-mma-wg-111,0
When needed,LWO,"Sweden, Malmö",se-mma-wg-004,"Sweden, Malmö",se-mma-wg-112,0
When needed,LWO,"Sweden, Malmö",se-mma-wg-004,"Sweden, Malmö",se-mma-wg-111,0
When needed,LWO,"Sweden, Malmö",se-mma-wg-005,"Sweden, Malmö",se-mma-wg-112,0
When needed,LWO,"Sweden, Malmö",se-mma-wg-005,"Sweden, Malmö",se-mma-wg-111,0
When needed,LWO,"Sweden, Malmö",se-mma-wg-005,"Sweden, Malmö",se-mma-wg-112,0
When needed,LWO,"Sweden, Malmö",se-mma-wg-005,"Sweden, Malmö",se-mma-wg-112,0
When needed,LWO,"Sweden, Malmö",se-mma-wg-005,"Sweden, Malmö",se-mma-wg-112,0
When needed,LWO,"Sweden, Malmö",se-mma-wg-011,"Sweden, Malmö",se-mma-wg-112,0
When needed,LWO,"Sweden, Malmö",se-mma-wg-011,"Sweden, Malmö",se-mma-wg-112,0
When needed,LWO,"Sweden, Malmö",se-mma-wg-011,"Sweden, Malmö",se-mma-wg-112,0
When needed,LWO,"Sweden, Malmö",se-mma-wg-011,"Sweden, Malmö",se-mma-wg-111,0
When needed,LWO,"Sweden, Malmö",se-mma-wg-011,"Sweden, Malmö",se-mma-wg-111,0
When needed,LWO,"Sweden, Malmö",se-mma-wg-012,"Sweden, Malmö",se-mma-wg-112,0
When needed,LWO,"Sweden, Malmö",se-mma-wg-012,"Sweden, Malmö",se-mma-wg-111,0
When needed,LWO,"Sweden, Malmö",se-mma-wg-012,"Sweden, Malmö",se-mma-wg-111,0
When needed,LWO,"Sweden, Malmö",se-mma-wg-012,"Sweden, Malmö",se-mma-wg-112,0
When needed,LWO,"Sweden, Malmö",se-mma-wg-012,"Sweden, Malmö",se-mma-wg-112,0
When needed,LWO,"Sweden, Malmö",se-mma-wg-102,"Sweden, Malmö",se-mma-wg-111,0
When needed,LWO,"Sweden, Malmö",se-mma-wg-102,"Sweden, Malmö",se-mma-wg-112,0
When needed,LWO,"Sweden, Malmö",se-mma-wg-102,"Sweden, Malmö",se-mma-wg-112,0
When needed,LWO,"Sweden, Malmö",se-mma-wg-102,"Sweden, Malmö",se-mma-wg-112,0
When needed,LWO,"Sweden, Malmö",se-mma-wg-102,"Sweden, Malmö",se-mma-wg-111,0
When needed,LWO,"Sweden, Malmö",se-mma-wg-103,"Sweden, Malmö",se-mma-wg-112,0
When needed,LWO,"Sweden, Malmö",se-mma-wg-103,"Sweden, Malmö",se-mma-wg-112,0
When needed,LWO,"Sweden, Malmö",se-mma-wg-103,"Sweden, Malmö",se-mma-wg-111,0
When needed,LWO,"Sweden, Malmö",se-mma-wg-103,"Sweden, Malmö",se-mma-wg-112,0
When needed,LWO,"Sweden, Malmö",se-mma-wg-103,"Sweden, Malmö",se-mma-wg-111,0
When needed,LWO,"Sweden, Stockholm",se-sto-wg-001,"Sweden, Stockholm",se-sto-wg-209,0
When needed,LWO,"Sweden, Stockholm",se-sto-wg-001,"Sweden, Stockholm",se-sto-wg-205,0
When needed,LWO,"Sweden, Stockholm",se-sto-wg-001,"Sweden, Stockholm",se-sto-wg-209,0
When needed,LWO,"Sweden, Stockholm",se-sto-wg-001,"Sweden, Stockholm",se-sto-wg-209,0
When needed,LWO,"Sweden, Stockholm",se-sto-wg-001,"Sweden, Stockholm",se-sto-wg-207,0
When needed,LWO,"Sweden, Stockholm",se-sto-wg-002,"Sweden, Stockholm",se-sto-wg-206,0
When needed,LWO,"Sweden, Stockholm",se-sto-wg-002,"Sweden, Stockholm",se-sto-wg-208,0
When needed,LWO,"Sweden, Stockholm",se-sto-wg-002,"Sweden, Stockholm",se-sto-wg-207,0
When needed,LWO,"Sweden, Stockholm",se-sto-wg-002,"Sweden, Stockholm",se-sto-wg-206,0
When needed,LWO,"Sweden, Stockholm",se-sto-wg-002,"Sweden, Stockholm",se-sto-wg-209,0
When needed,LWO,"Sweden, Stockholm",se-sto-wg-003,"Sweden, Stockholm",se-sto-wg-206,0
When needed,LWO,"Sweden, Stockholm",se-sto-wg-003,"Sweden, Stockholm",se-sto-wg-208,0
When needed,LWO,"Sweden, Stockholm",se-sto-wg-003,"Sweden, Stockholm",se-sto-wg-208,0
When needed,LWO,"Sweden, Stockholm",se-sto-wg-003,"Sweden, Stockholm",se-sto-wg-206,0
When needed,LWO,"Sweden, Stockholm",se-sto-wg-003,"Sweden, Stockholm",se-sto-wg-208,0
When needed,LWO,"Sweden, Stockholm",se-sto-wg-007,"Sweden, Stockholm",se-sto-wg-206,0
When needed,LWO,"Sweden, Stockholm",se-sto-wg-007,"Sweden, Stockholm",se-sto-wg-205,0
When needed,LWO,"Sweden, Stockholm",se-sto-wg-007,"Sweden, Stockholm",se-sto-wg-207,0
When needed,LWO,"Sweden, Stockholm",se-sto-wg-007,"Sweden, Stockholm",se-sto-wg-208,0
When needed,LWO,"Sweden, Stockholm",se-sto-wg-007,"Sweden, Stockholm",se-sto-wg-209,0
When needed,LWO,"Sweden, Stockholm",se-sto-wg-008,"Sweden, Stockholm",se-sto-wg-207,0
When needed,LWO,"Sweden, Stockholm",se-sto-wg-008,"Sweden, Stockholm",se-sto-wg-205,0
When needed,LWO,"Sweden, Stockholm",se-sto-wg-008,"Sweden, Stockholm",se-sto-wg-205,0
When needed,LWO,"Sweden, Stockholm",se-sto-wg-008,"Sweden, Stockholm",se-sto-wg-209,0
When needed,LWO,"Sweden, Stockholm",se-sto-wg-008,"Sweden, Stockholm",se-sto-wg-206,0
When needed,LWO,"Sweden, Stockholm",se-sto-wg-009,"Sweden, Stockholm",se-sto-wg-208,0
When needed,LWO,"Sweden, Stockholm",se-sto-wg-009,"Sweden, Stockholm",se-sto-wg-209,0
When needed,LWO,"Sweden, Stockholm",se-sto-wg-009,"Sweden, Stockholm",se-sto-wg-205,0
When needed,LWO,"Sweden, Stockholm",se-sto-wg-009,"Sweden, Stockholm",se-sto-wg-205,0
When needed,LWO,"Sweden, Stockholm",se-sto-wg-009,"Sweden, Stockholm",se-sto-wg-206,0
When needed,LWO,"Sweden, Stockholm",se-sto-wg-010,"Sweden, Stockholm",se-sto-wg-207,0
When needed,LWO,"Sweden, Stockholm",se-sto-wg-010,"Sweden, Stockholm",se-sto-wg-206,0
When needed,LWO,"Sweden, Stockholm",se-sto-wg-010,"Sweden, Stockholm",se-sto-wg-209,0
When needed,LWO,"Sweden, Stockholm",se-sto-wg-010,"Sweden, Stockholm",se-sto-wg-208,0
When needed,LWO,"Sweden, Stockholm",se-sto-wg-010,"Sweden, Stockholm",se-sto-wg-207,0
When needed,LWO,"Sweden, Stockholm",se-sto-wg-011,"Sweden, Stockholm",se-sto-wg-207,0
When needed,LWO,"Sweden, Stockholm",se-sto-wg-011,"Sweden, Stockholm",se-sto-wg-209,0
When needed,LWO,"Sweden, Stockholm",se-sto-wg-011,"Sweden, Stockholm",se-sto-wg-205,0
When needed,LWO,"Sweden, Stockholm",se-sto-wg-011,"Sweden, Stockholm",se-sto-wg-207,0
When needed,LWO,"Sweden, Stockholm",se-sto-wg-011,"Sweden, Stockholm",se-sto-wg-207,0
When needed,LWO,"Sweden, Stockholm",se-sto-wg-012,"Sweden, Stockholm",se-sto-wg-205,0
When needed,LWO,"Sweden, Stockholm",se-sto-wg-012,"Sweden, Stockholm",se-sto-wg-206,0
When needed,LWO,"Sweden, Stockholm",se-sto-wg-012,"Sweden, Stockholm",se-sto-wg-208,0
When needed,LWO,"Sweden, Stockholm",se-sto-wg-012,"Sweden, Stockholm",se-sto-wg-207,0
When needed,LWO,"Sweden, Stockholm",se-sto-wg-012,"Sweden, Stockholm",se-sto-wg-208,0
When needed,LWO,"Sweden, Stockholm",se-sto-wg-013,"Sweden, Stockholm",se-sto-wg-206,0
When needed,LWO,"Sweden, Stockholm",se-sto-wg-013,"Sweden, Stockholm",se-sto-wg-209,0
When needed,LWO,"Sweden, Stockholm",se-sto-wg-013,"Sweden, Stockholm",se-sto-wg-205,0
When needed,LWO,"Sweden, Stockholm",se-sto-wg-013,"Sweden, Stockholm",se-sto-wg-207,0
When needed,LWO,"Sweden, Stockholm",se-sto-wg-013,"Sweden, Stockholm",se-sto-wg-206,0
When needed,LWO,"Sweden, Stockholm",se-sto-wg-014,"Sweden, Stockholm",se-sto-wg-206,0
When needed,LWO,"Sweden, Stockholm",se-sto-wg-014,"Sweden, Stockholm",se-sto-wg-206,0
When needed,LWO,"Sweden, Stockholm",se-sto-wg-014,"Sweden, Stockholm",se-sto-wg-208,0
When needed,LWO,"Sweden, Stockholm",se-sto-wg-014,"Sweden, Stockholm",se-sto-wg-205,0
When needed,LWO,"Sweden, Stockholm",se-sto-wg-014,"Sweden, Stockholm",se-sto-wg-209,0
When needed,LWO,"Sweden, Stockholm",se-sto-wg-201,"Sweden, Stockholm",se-sto-wg-207,0
When needed,LWO,"Sweden, Stockholm",se-sto-wg-201,"Sweden, Stockholm",se-sto-wg-206,0
When needed,LWO,"Sweden, Stockholm",se-sto-wg-201,"Sweden, Stockholm",se-sto-wg-209,0
When needed,LWO,"Sweden, Stockholm",se-sto-wg-201,"Sweden, Stockholm",se-sto-wg-209,0
When needed,LWO,"Sweden, Stockholm",se-sto-wg-201,"Sweden, Stockholm",se-sto-wg-206,0
When needed,LWO,"Sweden, Stockholm",se-sto-wg-202,"Sweden, Stockholm",se-sto-wg-207,0
When needed,LWO,"Sweden, Stockholm",se-sto-wg-202,"Sweden, Stockholm",se-sto-wg-205,0
When needed,LWO,"Sweden, Stockholm",se-sto-wg-202,"Sweden, Stockholm",se-sto-wg-209,0
When needed,LWO,"Sweden, Stockholm",se-sto-wg-202,"Sweden, Stockholm",se-sto-wg-209,0
When needed,LWO,"Sweden, Stockholm",se-sto-wg-202,"Sweden, Stockholm",se-sto-wg-206,0
When needed,LWO,"Sweden, Stockholm",se-sto-wg-203,"Sweden, Stockholm",se-sto-wg-208,0
When needed,LWO,"Sweden, Stockholm",se-sto-wg-203,"Sweden, Stockholm",se-sto-wg-208,0
When needed,LWO,"Sweden, Stockholm",se-sto-wg-203,"Sweden, Stockholm",se-sto-wg-207,0
When needed,LWO,"Sweden, Stockholm",se-sto-wg-203,"Sweden, Stockholm",se-sto-wg-205,0
When needed,LWO,"Sweden, Stockholm",se-sto-wg-203,"Sweden, Stockholm",se-sto-wg-206,0
When needed,LWO,"Sweden, Stockholm",se-sto-wg-204,"Sweden, Stockholm",se-sto-wg-205,0
When needed,LWO,"Sweden, Stockholm",se-sto-wg-204,"Sweden, Stockholm",se-sto-wg-206,0
When needed,LWO,"Sweden, Stockholm",se-sto-wg-204,"Sweden, Stockholm",se-sto-wg-205,0
When needed,LWO,"Sweden, Stockholm",se-sto-wg-204,"Sweden, Stockholm",se-sto-wg-206,0
